PROBE_ID	PROBE_TYPE	GENE_ID	GENE_TYPE	DESCRIPTION
CATMA2B06580	R4	AT2G07682;ATMG00840	Repeat_TAIR;CDS	transposable element gene;hypothetical protein
CATMA2B06590	R4	AT2G07783;ATMG00830	CDS;CDS	pseudogene;cytochrome c biogenesis orf382
CATMA2B06630	R4	AT2G07685;ATMG00760	Repeat_TAIR;CDS	transposable element gene;hypothetical protein
CATMA2B06700	V3	no_gene		
CATMA2B06770	V3	AT2G07691;AT2G07692	CDS;CDS	unknown protein;unknown protein
CATMA2B06820	R4	AT2G07785	CDS	NADH-ubiquinone oxidoreductase, putative
CATMA2B06830	R4	AT2G07696;ATMG01270	CDS;CDS	ribosomal protein S7 family protein;encodes a mitochondrial ribosomal protein S7, a constituent of the small subunit of the ribosomal complex
CATMA2B06840	V3	AT2E05800	CDS_Eugene	EUGENE prediction
CATMA2B06880	R4	AT2G07698;ATMG01200	CDS;CDS	ATP synthase alpha chain, mitochondrial, putative;hypothetical protein
CATMA2B06900	R4	AT2G07699;AT2G07741;ATMG00410;ATMG01170	CDS;CDS;CDS;CDS	pseudogene;ATPase subunit 6, putative;ATPase subunit 6;ATPase subunit 6
CATMA2B06950	R4	AT2G07707	CDS	unknown protein
CATMA2B06960	R4	AT2G07707;ATMG00480	CDS;CDS	unknown protein;Encodes subunit 8 of the mitochondrial F(O) ATP synthase complex.
CATMA2B07080	EV3	AT2G07711	CDS	pseudogene
CATMA2B07090	V3	AT2G07712;AT2G07786	CDS;CDS	pseudogene;pseudogene
CATMA2B07100	R4	AT2G07712;ATMG00516;ATMG00520	CDS;CDS;CDS	pseudogene;Encodes subunit of mitochondrial NAD(P)H dehydrogenase that is trans-spliced from three precursors, NAD1A, NAD1B, and NAD1C.;hypothetical protein
CATMA2B07230	R4	AT2G07717;ATMG00580	CDS;CDS	pseudogene;NADH dehydrogenase subunit 4
CATMA2B07240	R4	AT2G07717;AT2G07718;ATMG00580	CDS;CDS;CDS	pseudogene;cytochrome b, putative;NADH dehydrogenase subunit 4
CATMA2B07250	R4	AT2G07718;ATMG00590	CDS;CDS	cytochrome b, putative;hypothetical protein
CATMA2B07310	R4	AT2G07722	CDS	unknown protein
CATMA2B07330	R4	AT2G07723;ATMG00180	CDS;CDS	pseudogene;cytochrome c biogenesis orf452
CATMA2B07430	R4	ATMG00260	CDS	hypothetical protein
CATMA2B07460	E3	AT2G07733	CDS	pseudogene
CATMA2B07480	E3	AT2G07787	CDS	unknown protein
CATMA2B07510	V3	no_gene		
CATMA2B07520	R4	AT2G07775	CDS	unknown protein
CATMA2B07700	V2	AT2G07730	Repeat_TAIR	transposable element gene
CATMA2B07760	E1	AT2G07760	CDS	zinc knuckle (CCHC-type) family protein
CATMA2B08010	V2	AT2G10130	Repeat_TAIR	transposable element gene
CATMA2B08030	V3	AT2G10150	Repeat_TAIR	transposable element gene
CATMA2B08240	E1	AT2G10260	CDS	pseudogene
CATMA2B08260	V3	AT2G10270	Repeat_TAIR	transposable element gene
CATMA2B08290	V3	AT2G10300	Repeat_TAIR	transposable element gene
CATMA2B08320	V2	AT2G10330	Repeat_TAIR	transposable element gene
CATMA2B08360	E1	AT2G10430	CDS	pseudogene
CATMA2B09170	V2	AT2G10980	Repeat_TAIR	transposable element gene
CATMA2B09210	EI2	AT2G11010	CDS	unknown protein
CATMA2B09710	EV2	AT2G11623	CDS	unknown protein
CATMA2B09780	V2	AT2G11690	Repeat_TAIR	transposable element gene
CATMA2B10190	R4	AT2G12195;AT2G12270	Repeat_TAIR;Repeat_TAIR	transposable element gene;transposable element gene
CATMA2B10210	V3	AT2G12270	Repeat_TAIR	transposable element gene
CATMA2B10500	V2	AT2G12440	Repeat_TAIR	transposable element gene
CATMA2B11290	V2	AT2G12920	Repeat_TAIR	transposable element gene
CATMA2B11610	E2	AT2G13130	CDS	pseudogene
CATMA2B13210	E2	AT2G14500	CDS	F-box family protein
CATMA2B13240	E1	AT2G14520	CDS	CBS domain-containing protein
CATMA2B13440	E2	AT2G14690	CDS	endo-1,4-beta-xylanase/ hydrolase, hydrolyzing O-glycosyl compounds
CATMA2B13620	E1	AT2G14860	CDS	peroxisomal membrane protein 22 kDa, putative
CATMA2B13760	E2	AT2G14960	CDS	GH3.1
CATMA2B13850	VE1	AT2G15030	CDS	pseudogene
CATMA2B14230	V2	AT2G15380	Repeat_TAIR	transposable element gene
CATMA2B14320	V1	AT2G15410	Repeat_TAIR	transposable element gene
CATMA2B14610	V2	AT2G15720	Repeat_TAIR	transposable element gene
CATMA2B14630	V1	AT2G15720	Repeat_TAIR	transposable element gene
CATMA2B14830	E2	AT2G15970	CDS	COR413-PM1 (cold regulated 413 plasma membrane 1)
CATMA2B14960	E2	AT2G16110	CDS	pseudogene
CATMA2B15060	E2	AT2G16230	CDS	glycosyl hydrolase family 17 protein
CATMA2B15285	E1	AT2G16500	CDS	ADC1 (ARGININE DECARBOXYLASE 1)
CATMA2B15345	E2	AT2G16600	CDS	ROC3 (rotamase CyP 3)
CATMA2B15360	E2	AT2G16640	CDS	ATTOC132/TOC132 (MULTIMERIC TRANSLOCON COMPLEX IN THE OUTER ENVELOPE MEMBRANE 132), transmembrane receptor
CATMA2B15460	E2	AT2G16770	CDS	DNA binding / transcription factor
CATMA2B15560	E2	AT2G16900	CDS	unknown protein
CATMA2B15750	E1	AT2G17036	CDS	F-box family protein
CATMA2B15840	E1	AT2G17110	CDS	unknown protein
CATMA2B15865	E1	AT2G17130	CDS	IDH2 (ISOCITRATE DEHYDROGENASE SUBUNIT 2), isocitrate dehydrogenase (NAD+)
CATMA2B16020	EV1	AT2G17300	CDS	unknown protein
CATMA2B16130	E1	AT2G17420	CDS	NTRA (NADPH-dependent thioredoxin reductase 2)
CATMA2B16180	E1	AT2G17500	CDS	auxin efflux carrier family protein
CATMA2B16190	E1	AT2G17510	CDS	ribonuclease II family protein
CATMA2B16305	E1	AT2G17640	CDS	AtSerat3,1 (SERINE ACETYLTRANSFERASE-106), acetyltransferase/ serine O-acetyltransferase
CATMA2B16530	V1	AT2E12030	CDS_Eugene	EUGENE prediction
CATMA2B16610	E2	AT2G17930	CDS	FAT domain-containing protein / phosphatidylinositol 3- and 4-kinase family protein
CATMA2B16690	E2	AT2G18010	CDS	auxin-responsive family protein
CATMA2B16760	E2	AT2G18100	CDS	unknown protein
CATMA2B16990	E1	AT2G18330	CDS	AAA-type ATPase family protein
CATMA2B17100	EV1	AT2G18450	CDS	SDH1-2 (Succinate dehydrogenase 1-2)
CATMA2B17220	E2	AT2G18560	CDS	UDP-glucoronosyl/UDP-glucosyl transferase family protein
CATMA2B17260	E2	AT2G18600	CDS	RUB1-conjugating enzyme, putative
CATMA2B17270	E1	AT2G18620	CDS	geranylgeranyl pyrophosphate synthase, putative / GGPP synthetase, putative / farnesyltranstransferase, putative
CATMA2B17360	VE1	AT2G18720	CDS	eukaryotic translation initiation factor 2 subunit 3, putative / eIF2S3, putative / eIF-2-gamma, putative
CATMA2B17570	E1	AT2G18990	CDS	TXND9 (THIOREDOXIN DOMAIN-CONTAINING PROTEIN 9 HOMOLOG)
CATMA2B17670	E2	AT2G19060	CDS	GDSL-motif lipase/hydrolase family protein
CATMA2B17700	E1	AT2G19090	CDS	unknown protein
CATMA2B17720	E2	AT2G19120	CDS	tRNA-splicing endonuclease positive effector-related
CATMA2B17970	E2	AT2G19390	CDS	unknown protein
CATMA2B18050	E1	AT2G19480	CDS	NAP1,2 (NUCLEOSOME ASSEMBLY PROTEIN1,2)
CATMA2B18190	E1	AT2G19650	CDS	DC1 domain-containing protein
CATMA2B18360	E3	AT2G19850	CDS	unknown protein
CATMA2B18365	E2	AT2G19860	CDS	ATHXK2 (HEXOKINASE 2)
CATMA2B18570	E1	AT2G20110	CDS	tesmin/TSO1-like CXC domain-containing protein
CATMA2B18930	E1	AT2G20440	CDS	RabGAP/TBC domain-containing protein
CATMA2B19170	I1	AT2G20625	CDS	unknown protein
CATMA2B19210	E1	AT2G20670	CDS	unknown protein
CATMA2B19220	E2	AT2G20680	CDS	glycosyl hydrolase family 5 protein / cellulase family protein
CATMA2B19700	E1	AT2G21050	CDS	amino acid permease, putative
CATMA2B19840	E1	AT2G21190	CDS	ER lumen protein retaining receptor family protein
CATMA2B20090	E1	AT2G21390	CDS	coatomer protein complex, subunit alpha, putative
CATMA2B20140	E1	AT2G21450	CDS	CHR34 (chromatin remodeling 34), ATP binding / DNA binding / helicase
CATMA2B20170	E1	AT2G21480	CDS	protein kinase family protein
CATMA2B20310	E1	AT2G21650	CDS	MEE3 (maternal effect embryo arrest 3), DNA binding / transcription factor
CATMA2B20410	E1	AT2G21800	CDS	unknown protein
CATMA2B20570	E2	AT2G21990	CDS	unknown protein
CATMA2B20970	E1	AT2G22450	CDS	riboflavin biosynthesis protein, putative
CATMA2B20990	E1	AT2G22475	CDS	GRAM domain-containing protein / ABA-responsive protein-related
CATMA2B21020	E1	AT2G22500	CDS	mitochondrial substrate carrier family protein
CATMA2B21040	E3	AT2G22520	CDS	unknown protein
CATMA2B21210	E1	AT2G22720	CDS	unknown protein
CATMA2B21296	E2	AT2G22800	CDS	HAT9 (homeobox-leucine zipper protein 9), DNA binding / transcription factor
CATMA2B21370	EV1	AT2G22890	CDS	unknown protein
CATMA2B21380	E2	AT2G22900	CDS	galactosyl transferase GMA12/MNN10 family protein
CATMA2B21400	E2	AT2G22910	CDS	GCN5-related N-acetyltransferase (GNAT) family protein / amino acid kinase family protein
CATMA2B21655	E2	AT2G23150	CDS	NRAMP3 (NRAMP metal ion transporter 3), manganese ion transporter/ metal ion transporter
CATMA2B21790	E2	AT2G23290	CDS	AtMYB70 (myb domain protein 70), DNA binding / transcription factor
CATMA2B21875	E1	AT1G28300	CDS	LEC2 (LEAFY COTYLEDON 2), transcription factor
CATMA2B21930	E2	AT2G23520	CDS	unknown protein
CATMA2B21960	E1	AT2G23550	CDS	hydrolase
CATMA2B22150	E2	AT2G23790	CDS	unknown protein
CATMA2B22430	E2	AT2G24080	CDS	F-box family protein-related
CATMA2B22510	E2	AT2G24170	CDS	endomembrane protein 70, putative
CATMA2B22530	E2	AT2G24210	CDS	TPS10 (TERPENE SYNTHASE 10), myrcene/(E)-beta-ocimene synthase
CATMA2B22850	E2	AT2G24520	CDS	AHA5 (ARABIDOPSIS H(+)-ATPASE 5), ATPase
CATMA2B22890	EV2	AT2G24560	CDS	carboxylic ester hydrolase
CATMA2B22910	E2	AT2G24570	CDS	WRKY17 (WRKY DNA-binding protein 17), transcription factor
CATMA2B22920	E1	AT2G24590	CDS	splicing factor, putative
CATMA2B23070	E1	AT2G24730	CDS	pseudogene
CATMA2B23130	V2	AT2G24755;AT2G24760	otherRNA;Repeat_TAIR	Potential natural antisense gene, locus overlaps with AT2G24750 and AT2G24760;transposable element gene
CATMA2B23170	E2	AT2G24800	CDS	peroxidase, putative
CATMA2B23450	E2	AT2G25130	CDS	armadillo/beta-catenin repeat family protein
CATMA2B23490	E1	AT2G25180	CDS	ARR12 (ARABIDOPSIS RESPONSE REGULATOR 12), transcription factor/ two-component response regulator
CATMA2B23610	E2	AT2G25290	CDS	octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein
CATMA2B23680	V1	AT2E19630	CDS_Eugene	EUGENE prediction
CATMA2B23810	E2	AT2G25470	CDS	leucine-rich repeat family protein
CATMA2B24010	E1	AT2G25640	CDS	unknown protein
CATMA2B24030	E2	AT2G25650	CDS	DNA-binding storekeeper protein-related
CATMA2B24620	EI1	AT2G26260	CDS	AT3BETAHSD/D2 (3BETA-HYDROXYSTEROID-DEHYDROGENASE/DECARBOXYLASE ISOFORM 2), 3-beta-hydroxy-delta5-steroid dehydrogenase
CATMA2B24750	E1	AT2G26430	CDS	RCY1 (ARGININE-RICH CYCLIN 1)
CATMA2B24770	E1	AT2G26450	CDS	pectinesterase family protein
CATMA2B24995	E1	AT2G26670	CDS	HY1 (HEME OXYGENASE 1)
CATMA2B25200	E2	AT2G26860	CDS	F-box family protein
CATMA2B25300	E2	AT2G26950	CDS	AtMYB104 (myb domain protein 104), DNA binding / transcription factor
CATMA2B25415	E1	AT2G27050	CDS	EIL1 (ETHYLENE-INSENSITIVE3-LIKE 1), transcription factor
CATMA2B25525	E1	AT2G27150	CDS	AAO3 (ABSCISIC ALDEHYDE OXIDASE 3)
CATMA2B25570	E1	AT2G27200	CDS	GTP-binding family protein
CATMA2B25580	E1	AT2G27210	CDS	kelch repeat-containing serine/threonine phosphoesterase family protein
CATMA2B25620	EV2	AT2G27240	CDS	unknown protein
CATMA2B25670	E2	AT2G27285	CDS	unknown protein
CATMA2B25780	V2	ATREP7	Repeat_Element	Repeat Element: family RC/Helitron
CATMA2B25820	E1	AT2G27410	CDS	unknown protein
CATMA2B25830	E1	AT2G27420	CDS	cysteine proteinase, putative
CATMA2B25940	EI2	AT2G27505	CDS	unknown protein
CATMA2B26630	E3	AT2G28240	CDS	hydroxyproline-rich glycoprotein family protein
CATMA2B27340	E1	AT2G28950	CDS	ATEXPA6 (ARABIDOPSIS THALIANA EXPANSIN A6)
CATMA2B27360	VE2	AT2G28970	CDS	leucine-rich repeat protein kinase, putative
CATMA2B27400	E2	AT2G29000	CDS	leucine-rich repeat family protein / protein kinase family protein
CATMA2B27490	E2	AT2G29080	CDS	FTSH3 (FtsH protease 3), ATP-dependent peptidase/ ATPase
CATMA2B27510	E2	AT2G29100	CDS	ATGLR2.9 (Arabidopsis thaliana glutamate receptor 2.9)
CATMA2B27530	E2	AT2G29120	CDS	ATGLR2.7 (Arabidopsis thaliana glutamate receptor 2.7)
CATMA2B27650	EV2	AT2G29220	CDS	lectin protein kinase, putative
CATMA2B27660	VE1	AT2G29250	CDS	lectin protein kinase, putative
CATMA2B27940	E2	AT2G29580	CDS	zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein
CATMA2B28060	E1	AT2G29670	CDS	binding
CATMA2B28270	E2	AT2G29930	CDS	F-box family protein
CATMA2B28330	E1	AT2G30000	CDS	unknown protein
CATMA2B28510	E1	AT2G30230	CDS	unknown protein
CATMA2B28800	I2	AT2G30560	CDS	glycine-rich protein
CATMA2B28840	E2	AT2G30580	CDS	zinc finger (C3HC4-type RING finger) family protein
CATMA2B28890	V1	AT2G30640	Repeat_TAIR	transposable element gene
CATMA2B29040	VE1	AT2G30790	CDS	PSBP-2 (photosystem II subunit P-2), calcium ion binding
CATMA2B29050	E1	AT2G30820	CDS	unknown protein
CATMA2B29180	EV2	AT2G31020	CDS	oxysterol-binding family protein
CATMA2B29250	V2	AT2G31080	Repeat_TAIR	transposable element gene
CATMA2B29360	EI1	AT2G31140	CDS	serine-type peptidase
CATMA2B29420	E1	AT2G31210	CDS	basic helix-loop-helix (bHLH) family protein
CATMA2B29430	E1	AT2G31220	CDS	basic helix-loop-helix (bHLH) family protein
CATMA2B29450	E2	AT2G31250	CDS	HEMA3, glutamyl-tRNA reductase
CATMA2B29670	E1	AT2G31430	CDS	invertase/pectin methylesterase inhibitor family protein
CATMA2B29720	E1	AT2G31480	CDS	unknown protein
CATMA2B29900	E2	AT2G31680	CDS	AtRABA5d (Arabidopsis Rab GTPase homolog A5d), GTP binding
CATMA2B30010	E2	AT2G31780	CDS	protein binding / zinc ion binding
CATMA2B30270	E2	AT2G31985	CDS	unknown protein
CATMA2B30330	E2	AT2G32050	CDS	cell cycle control protein-related
CATMA2B30350	E1	AT2G32070	CDS	CCR4-NOT transcription complex protein, putative
CATMA2B30460	E3	AT2G32180	CDS	PTAC18 (PLASTID TRANSCRIPTIONALLY ACTIVE18)
CATMA2B30630	E2	AT2G32320	CDS	unknown protein
CATMA2B30690	E1	AT2G32410	CDS	auxin-resistance protein, putative
CATMA2B30760	E2	AT2G32470	CDS	F-box family protein-related
CATMA2B31270	E1	AT2G33100	CDS	ATCSLD1 (Cellulose synthase-like D1), cellulose synthase/ transferase, transferring glycosyl groups
CATMA2B31310	E1	AT2G33160	CDS	glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein
CATMA2B31340	E1	AT2G33190	CDS	F-box family protein
CATMA2B31380	VE1	AT2G33230	CDS	flavin-containing monooxygenase, putative / FMO, putative
CATMA2B31580	E2	AT2G33420	CDS	unknown protein
CATMA2B31860	E1	AT2G33700	CDS	protein phosphatase 2C, putative / PP2C, putative
CATMA2B32300	E2	AT2G34180	CDS	CIPK13 (CIPK13), kinase
CATMA2B32370	E2	AT2G34240	CDS	pseudogene
CATMA2B32510	V1	AT2E29400	CDS_Eugene	EUGENE prediction
CATMA2B32725	E1	AT2G34590	CDS	transketolase family protein
CATMA2B32776	E1	AT2G34660	CDS	ATMRP2 (MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 2), ATPase, coupled to transmembrane movement of substances
CATMA2B32950	E1	AT2G34830	CDS	WRKY35 (WRKY DNA-binding protein 35, maternal effect embryo arrest 24), transcription factor
CATMA2B33030	E1	AT2G34910	CDS	unknown protein
CATMA2B33060	EV2	AT2G34940	CDS	vacuolar sorting receptor, putative
CATMA2B33080	E1	AT2G34970	CDS	eIF4-gamma/eIF5/eIF2-epsilon domain-containing protein
CATMA2B33130	I1	AT2G35020	CDS	UTP--glucose-1-phosphate uridylyltransferase family protein
CATMA2B33320	E1	AT2G35170	CDS	MORN (Membrane Occupation and Recognition Nexus) repeat-containing protein /phosphatidylinositol-4-phosphate 5-kinase-related
CATMA2B33400	E1	AT2G35270	CDS	DNA-binding protein-related
CATMA2B33450	E2	AT2G35330	CDS	zinc finger (C3HC4-type RING finger) protein-related
CATMA2B34000	E2	AT2G35820	CDS	unknown protein
CATMA2B34020	E1	AT2G35840	CDS	sucrose-phosphatase 1 (SPP1)
CATMA2B34030	EV2	AT2G35850	CDS	unknown protein
CATMA2B34640	E1	AT2G36390	CDS	SBE2.1 (STARCH BRANCHING ENZYME 2.1), 1,4-alpha-glucan branching enzyme
CATMA2B34800	E3	AT2G36560	CDS	DNA-binding protein-related
CATMA2B34910	E1	AT2G36690	CDS	oxidoreductase, 2OG-Fe(II) oxygenase family protein
CATMA2B34950	EI1	AT2G36720	CDS	PHD finger transcription factor, putative
CATMA2B35560	EI1	AT2G37290	CDS	RabGAP/TBC domain-containing protein
CATMA2B35970	EI1	AT2G37680	CDS	unknown protein
CATMA2B35995	E2	AT2G37710	CDS	RLK (RECEPTOR LECTIN KINASE), kinase
CATMA2B36140	I1	AT2G37840	CDS	protein kinase family protein
CATMA2B36420	E1	AT2G38120	CDS	AUX1 (AUXIN RESISTANT 1), amino acid permease/ transporter
CATMA2B36750	E2	AT2G38460	CDS	iron transporter-related
CATMA2B36910	E1	AT2G38630	CDS	unknown protein
CATMA2B37750	E1	AT2G39480	CDS	PGP6, ATPase, coupled to transmembrane movement of substances
CATMA2B37920	E1	AT2G39670	CDS	radical SAM domain-containing protein
CATMA2B38010	E2	AT2G39790	CDS	mitochondrial glycoprotein family protein / MAM33 family protein
CATMA2B38240	E1	AT2G40010	CDS	60S acidic ribosomal protein P0 (RPP0A)
CATMA2B38500	E2	AT2G40240	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA2B38540	E2	AT2G40270	CDS	protein kinase family protein
CATMA2B38570	E2	AT2G40300	CDS	ATFER4 (FERRITIN 4), ferric iron binding
CATMA2B38680	E1	AT2G40400	CDS	unknown protein
CATMA2B38740	I2	AT2G40440	CDS	BTB/POZ domain-containing protein
CATMA2B39000	E1	AT2G40700	CDS	DEAD/DEAH box helicase, putative (RH17)
CATMA2B39470	E1	AT2G41130	CDS	basic helix-loop-helix (bHLH) family protein
CATMA2B39480	EI2	AT2G41150	CDS	unknown protein
CATMA2B39490	E1	AT2G41150	CDS	unknown protein
CATMA2B39500	E1	AT2G41160	CDS	ubiquitin-associated (UBA)/TS-N domain-containing protein
CATMA2B39560	E1	AT2G41210	CDS	phosphatidylinositol-4-phosphate 5-kinase family protein
CATMA2B39610	V2	no_gene		
CATMA2B39900	E1	AT2G41500	CDS	WD-40 repeat family protein / small nuclear ribonucleoprotein Prp4p-related
CATMA2B40260	E2	AT2G41860	CDS	CPK14 (calcium-dependent protein kinase 14), calcium- and calmodulin-dependent protein kinase/ kinase
CATMA2B40520	V1	AT2G42130	CDS	unknown protein
CATMA2B40610	E2	AT2G42230	CDS	tubulin-specific chaperone C-related
CATMA2B40770	E1	AT2G42370	CDS	unknown protein
CATMA2B40850	VE2	AT2G42460	CDS	meprin and TRAF homology domain-containing protein / MATH domain-containing protein
CATMA2B40900	E2	AT2G42480	CDS	meprin and TRAF homology domain-containing protein / MATH domain-containing protein
CATMA2B40910	E2	AT2G42480	CDS	meprin and TRAF homology domain-containing protein / MATH domain-containing protein
CATMA2B40950	E2	AT2G42520	CDS	DEAD box RNA helicase, putative
CATMA2B40960	E1	AT2G42530	CDS	cold-responsive protein / cold-regulated protein (cor15b)
CATMA2B41010	E1	AT2G42600	CDS	ATPPC2 (PHOSPHOENOLPYRUVATE CARBOXYLASE 2), phosphoenolpyruvate carboxylase
CATMA2B41020	EI2	AT2G42600	CDS	ATPPC2 (PHOSPHOENOLPYRUVATE CARBOXYLASE 2), phosphoenolpyruvate carboxylase
CATMA2B41300	E1	AT2G42880	CDS	ATMPK20 (Arabidopsis thaliana MAP kinase 20), MAP kinase
CATMA2B41360	VE1	AT2G42960	CDS	protein kinase family protein
CATMA2B41640	E1	AT2G43230	CDS	serine/threonine protein kinase, putative
CATMA2B41860	E1	AT2G43460	CDS	60S ribosomal protein L38 (RPL38A)
CATMA2B41900	E2	AT2G43490	CDS	RabGAP/TBC domain-containing protein
CATMA2B41910	E1	AT2G43500	CDS	RWP-RK domain-containing protein
CATMA2B42010	E1	AT2G43590	CDS	chitinase, putative
CATMA2B42220	E2	AT2G43820	CDS	GT/UGT74F2 (UDP-GLUCOSYLTRANSFERASE 74F2), UDP-glucosyltransferase/ UDP-glycosyltransferase/ transferase, transferring glycosyl groups / transferase, transferring hexosyl groups
CATMA2B42670	EV2	AT2G44240	CDS	unknown protein
CATMA2B42890	E1	AT2G44460	CDS	glycosyl hydrolase family 1 protein
CATMA2B43260	VE1	AT2G44800	CDS	oxidoreductase, 2OG-Fe(II) oxygenase family protein
CATMA2B43410	E1	AT2G44930	CDS	unknown protein
CATMA2B43690	E2	AT2G45290	CDS	transketolase, putative
CATMA2B43960	VE1	AT2G45550	CDS	CYP76C4 (cytochrome P450, family 76, subfamily C, polypeptide 4), oxygen binding
CATMA2B44030	V2	AT2G45630	CDS	oxidoreductase family protein
CATMA2B44230	E2	AT2G45840	CDS	unknown protein
CATMA2B44370	E2	AT2G45970	CDS	CYP86A8 (LACERATA), fatty acid (omega-1)-hydroxylase/ oxygen binding
CATMA2B45540	E2	AT2G47090	CDS	nucleic acid binding
CATMA2B45610	E2	AT2G47160	CDS	BOR1 (REQUIRES HIGH BORON 1)
CATMA2B45690	E1	AT2G47230	CDS	agenet domain-containing protein
CATMA2B45890	E1	AT2G47420	CDS	dimethyladenosine transferase, putative
CATMA2B46225	E2	AT2G47800	CDS	ATMRP4 (Arabidopsis thaliana multidrug resistance-associated protein 4)
CATMA2CTRL01	V1	no_gene		
CATMA2CTRL02	V1	no_gene		
CATMA2CTRL03	V1	no_gene		
CATMA2CTRL04	V1	no_gene		
CATMA2CTRL05	V1	AT2G29530	CDS	TIM10 (Arabidopsis thaliana translocase inner membrane subunit 10)
CATMA2CTRL06	V1	no_gene		
CATMA2CTRL08	V1	no_gene		
CATMA2CTRL09	V1	no_gene		
CATMA2CTRL10	V1	no_gene		
CATMA2CTRL12	V1	no_gene		
CATMA2CTRL13	EV1	AT2G43760	CDS	molybdopterin biosynthesis MoaE family protein
CATMA2CTRL14	V1	no_gene		
CATMA2CTRL15	M1	AT2G46270;AT2G46280	CDS;CDS	GBF3 (G-BOX BINDING FACTOR 3), transcription factor;TRIP-1 (TGF-BETA RECEPTOR INTERACTING PROTEIN 1), nucleotide binding
CATMA2CTRL16	V1	no_gene		
CATMA2CTRL17	V1	no_gene		
CATMA2CTRL18	E1	AT2G39725	CDS	complex 1 family protein / LVR family protein
CATMA2CTRL19	V1	AT2G42830	CDS	SHP2 (SHATTERPROOF 2), transcription factor
CATMA2CTRL20	V1	no_gene		
CATMA3A00020	E2	AT3G01015	CDS	unknown protein
CATMA3A00040	E2	AT3G01020	CDS	ATISU2/ISU2 (IscU-like 2), structural molecule
CATMA3A00050	E1	AT3G01030	CDS	nucleic acid binding / transcription factor/ zinc ion binding
CATMA3A00060	E1	AT3G01040	CDS	GAUT13 (Galacturonosyltransferase 13), polygalacturonate 4-alpha-galacturonosyltransferase/ transferase, transferring glycosyl groups / transferase, transferring hexosyl groups
CATMA3A00080	V2	no_gene		
CATMA3A00090	V2	no_gene		
CATMA3A00100	E1	AT3G01060	CDS	unknown protein
CATMA3A00110	E1	AT3G01070	CDS	plastocyanin-like domain-containing protein
CATMA3A00120	EI1	AT3G01080	CDS	WRKY58 (WRKY DNA-binding protein 58), transcription factor
CATMA3A00130	E1	AT3G01085	CDS	protein kinase family protein
CATMA3A00132	E2	AT3G01090	CDS	AKIN10 (Arabidopsis SNF1 kinase homolog 10, SNF1-RELATED PROTEIN KINASE 1.1), protein kinase
CATMA3A00135	E1	AT3G01100	CDS	HYP1 (HYPOTHETICAL PROTEIN 1)
CATMA3A00137	E1	AT3G01120	CDS	MTO1 (METHIONINE OVERACCUMULATION 1)
CATMA3A00140	E1	AT3G01140	CDS	MYB106 (myb domain protein 106), DNA binding / transcription factor
CATMA3A00145	E1	AT3G01150	CDS	PTB (POLYPYRIMIDINE TRACT-BINDING), RNA binding
